Title,ID
M. tuberculosis Reprograms Hematopoietic Stem Cells to Limit Myelopoiesis and Impair Trained Immunity.,33125891
Hobit and Blimp-1 regulate T<sub>RM</sub> abundance after LCMV infection by suppressing tissue exit pathways of T<sub>RM</sub> precursors.,35389518
Systemic Delivery of Oncolytic Adenovirus to Tumors Using Tumor-Infiltrating Lymphocytes as Carriers. ,33922052
"Iripin-3, a New Salivary Protein Isolated From <i>Ixodes ricinus</i> Ticks, Displays Immunomodulatory and Anti-Hemostatic Properties <i>In Vitro</i>.",33732248
"Diabetes-mediated IL-17A enhances retinal inflammation, oxidative stress, and vascular permeability.",31076079
TL1A Promotes Lung Tissue Fibrosis and Airway Remodeling.,32958689
RvE1 Impacts the Gingival Inflammatory Infiltrate by Inhibiting the T Cell Response in Experimental Periodontitis.,34012448
A Metabolic Reprogramming Amino Acid Polymer as an Immunosurveillance Activator and Leukemia Targeting Drug Carrier for T-Cell Acute Lymphoblastic Leukemia.,35080145
β2-adrenergic receptor signaling regulates metabolic pathways critical to myeloid-derived suppressor cell function within the TME.,34706232
Suppressor of cytokine signaling-1 mimetic peptides attenuate lymphocyte activation in the MRL/lpr mouse autoimmune model.,33737712
Splenic denervation attenuates repeated social defeat stress-induced T-lymphocyte inflammation.,35330608
Peptides Derived From S and N Proteins of Severe Acute Respiratory Syndrome Coronavirus 2 Induce T Cell Responses: A Proof of Concept for T Cell Vaccines.,34630356
Antibiotic-induced disturbances of the gut microbiota result in accelerated breast tumor growth.,34522855
IL-33 drives the production of mouse regulatory T cells with enhanced in vivo suppressive activity in skin transplantation.,33314772
Genetic mapping reveals Nfkbid as a central regulator of humoral immunity to Toxoplasma gondii.,34871323
p53 Hinders CRISPR/Cas9-Mediated Targeted Gene Disruption in Memory CD8 T Cells In Vivo.,32887747
Peptidylprolyl isomerase C (Ppic) regulates invariant Natural Killer T cell (iNKT) differentiation in mice.,33864384
Genotype of Immunologically Hot or Cold Tumors Determines the Antitumor Immune Response and Efficacy by Fully Virulent Retargeted oHSV. ,34578328
Immunotherapy Combined with Metronomic Dosing: An Effective Approach for the Treatment of NSCLC. ,33920884
Dynamic regulation of chromatin organizer SATB1 via TCR-induced alternative promoter switch during T-cell development.,32392347
Mycobiota-induced IgA antibodies regulate fungal commensalism in the gut and are dysregulated in Crohn's disease.,34811531
Significance of Plasmodium berghei Amino Acid Transporter 1 in Food Vacuole Functionality and Its Association with Cerebral Pathogenesis.,36976018
Incorporation of Toll-Like Receptor Ligands and Inflammasome Stimuli in GM3 Liposomes to Induce Dendritic Cell Maturation and T Cell Responses.,35251040
Epithelial membrane protein 2 (Emp2) modulates innate immune cell population recruitment at the maternal-fetal interface.,33774530
Amino acid availability acts as a metabolic rheostat to determine the magnitude of ILC2 responses.,36571761
Intact Glucocorticoid Receptor Dimerization Is Deleterious in Trauma-Induced Impaired Fracture Healing.,33679723
Towards a Precision Medicine Approach and In Situ Vaccination against Prostate Cancer by PSMA-Retargeted oHSV. ,34696515
Anti-CD200 attenuates concanavalin A induced hepatitis via modulating the imbalance of CD4<sup>+</sup> T lymphocyte differentiation in mice.,30662663
POL7085 or anti-CCL28 treatment inhibits development of post-paramyxoviral airway disease.,28474501
Whole-Exome Sequencing of Radiation-Induced Thymic Lymphoma in Mouse Models Identifies Notch1 Activation as a Driver of p53 Wild-Type Lymphoma.,34035082
Immuno-PET Monitoring of Lymphocytes Using the CD8-Specific Antibody REGN5054.,35895745
Repeated Long-Term DT Application in the DEREG Mouse Induces a Neutralizing Anti-DT Antibody Response.,28074191
Regeneration of immunocompetent B lymphopoiesis from pluripotent stem cells guided by transcription factors.,34893754
IL-2-Agonist-Induced IFN-γ Exacerbates Systemic Anaphylaxis in Food Allergen-Sensitized Mice.,33362780
Eosinophil-Mediated Immune Control of Adult Filarial Nematode Infection Can Proceed in the Absence of IL-4 Receptor Signaling.,32571840
MYC promotes immune-suppression in triple-negative breast cancer via inhibition of interferon signaling.,36323660
The Mechanism of Action of Antigen Processing Independent T Cell Epitopes Designed for Immunotherapy of Autoimmune Diseases.,33936079
Extracellular Vesicles Secreted by Mesenchymal Stromal Cells Exert Opposite Effects to Their Cells of Origin in Murine Sodium Dextran Sulfate-Induced Colitis.,33927713
Anti-TCRβ mAb in Combination With Neurogenin3 Gene Therapy Reverses Established Overt Type 1 Diabetes in Female NOD Mice.,28977608
Combination of CHEK1/2 inhibition and ionizing radiation results in abscopal tumor response through increased micronuclei formation.,32335582
Thymic Egress Is Regulated by T Cell-Derived LTβR Signal and <i>via</i> Distinct Thymic Portal Endothelial Cells.,34276703
Generation of systemic antitumour immunity via the in situ modulation of the gut microbiome by an orally administered inulin gel.,34168321
Discovery of a Novel Multi-Strains Probiotic Formulation with Improved Efficacy toward Intestinal Inflammation.,32629887
"The subunits of IL-12, originating from two distinct cells, can functionally synergize to protect against pathogen dissemination in vivo.",34644571
Modulation of Notch1 signaling regulates bone fracture healing.,32141629
G-CSF and G-CSFR Modulate CD4 and CD8 T Cell Responses to Promote Colon Tumor Growth and Are Potential Therapeutic Targets.,33042110
Prophylactic Effects of Bee Venom Phospholipase A2 in Lipopolysaccharide-Induced Pregnancy Loss. ,31336883
"Siglec-H-Deficient Mice Show Enhanced Type I IFN Responses, but Do Not Develop Autoimmunity After Influenza or LCMV Infections.",34497606
Protein Translation Activity: A New Measure of Host Immune Cell Activation.,27385780
Differential regulation of transcription factor T-bet induction during NK cell development and T helper-1 cell differentiation.,35381213
A Potently Neutralizing Antibody Protects Mice against SARS-CoV-2 Infection.,32591393
Optimization of Liposomes for Antigen Targeting to Splenic CD169+ Macrophages. ,33255564
Brown Adipocyte and Splenocyte Co-Culture Maintains Regulatory T Cell Subset in Intermittent Hypobaric Conditions.,31624708
Selective targeting of histone modification fails to prevent graft versus host disease after hematopoietic cell transplantation.,30452487
Thymus Extracellular Matrix-Derived Scaffolds Support Graft-Resident Thymopoiesis and Long-Term In Vitro Culture of Adult Thymic Epithelial Cells.,34539304
ILDR2-Fc Is a Novel Regulator of Immune Homeostasis and Inducer of Antigen-Specific Immune Tolerance.,29431690
Repositioning liothyronine for cancer immunotherapy by blocking the interaction of immune checkpoint TIGIT/PVR.,32894141
Excessive Costimulation Leads to Dysfunction of Adoptively Transferred T Cells.,32213625
Divergent immune landscapes of primary and syngeneic Kras-driven mouse tumor models.,33441747
Force-Regulated In Situ TCR-Peptide-Bound MHC Class II Kinetics Determine Functions of CD4+ T Cells.,26336148
IL-2 Therapy Diminishes Renal Inflammation and the Activity of Kidney-Infiltrating CD4+ T Cells in Murine Lupus Nephritis. ,31614462
A novel cyclic peptide targeting LAG-3 for cancer immunotherapy by activating antigen-specific CD8<sup>+</sup> T cell responses.,32642411
Immune-mediated ECM depletion improves tumour perfusion and payload delivery.,31709774
CXCR5-negative natural killer cells ameliorate experimental autoimmune myasthenia gravis by suppressing follicular helper T cells.,31884963
The effect of caloric restriction on the increase in senescence-associated T cells and metabolic disorders in aged mice.,34143796
Comparison of Protein and Peptide Targeting for the Development of a CD169-Based Vaccination Strategy Against Melanoma.,30237798
Group 1 innate lymphoid-cell-derived interferon-γ maintains anti-viral vigilance in the mucosal epithelium.,33434494
Immunogenicity and Protective Efficacy of an Intranasal Live-attenuated Vaccine Against SARS-CoV-2 in Preclinical Animal Models,10.1101/2021.01.08.425974
IL-4 Receptor α Chain Protects the Kidney Against Tubule-Interstitial Injury Induced by Albumin Overload.,32174845
Interleukin-12 supports in vitro self-renewal of long-term hematopoietic stem cells.,35402790
Calibration of cell-intrinsic interleukin-2 response thresholds guides design of a regulatory T cell biased agonist. ,34003116
Low-dose oncolytic adenovirus therapy overcomes tumor-induced immune suppression and sensitizes intracranial gliomas to anti-PD-1 therapy.,32642679
Endothelial cells act as gatekeepers for LTβR-dependent thymocyte emigration.,30425120
Biased Generation and In Situ Activation of Lung Tissue-Resident Memory CD4 T Cells in the Pathogenesis of Allergic Asthma.,29343554
Bone Marrow Plasma Cells Modulate Local Myeloid-Lineage Differentiation via IL-10.,31214168
Sepsis induces long-lasting impairments in CD4+ T-cell responses despite rapid numerical recovery of T-lymphocyte populations.,30730978
Excessive neutrophil levels in the lung underlie the age-associated increase in influenza mortality.,30617300
Quantitative Difference in PLZF Protein Expression Determines iNKT Lineage Fate and Controls Innate CD8 T Cell Generation.,31141681
"Proteasome inhibition by bortezomib parallels a reduction in head and neck cancer cells growth, and an increase in tumor-infiltrating immune cells.",34561494
Peripheral adaptive immunity of the triple transgenic mouse model of Alzheimer's disease.,30611289
BMI1 Inhibition Eliminates Residual Cancer Stem Cells after PD1 Blockade and Activates Antitumor Immunity to Prevent Metastasis and Relapse.,32697949
CD8+ T cell-independent tumor regression induced by Fc-OX40L and therapeutic vaccination in a mouse model of glioma.,24293627
Diacylglycerol kinase ζ promotes allergic airway inflammation and airway hyperresponsiveness through distinct mechanisms. ,31481522
Notch and the pre-TCR coordinate thymocyte proliferation by induction of the SCF subunits Fbxl1 and Fbxl12.,31451788
STING-associated lung disease in mice relies on T cells but not type I interferon.,30772497
IL-22 promotes allergic airway inflammation in epicutaneously sensitized mice.,29920352
An ontogenetic switch drives the positive and negative selection of B cells.,32019891
Immunogenicity and protective efficacy of an intranasal live-attenuated vaccine against SARS-CoV-2.,34368648
Human gut mycobiota tune immunity via CARD9-dependent induction of anti-fungal IgG antibodies.,33548172
"Selection of Thymocytes Expressing Transgenic TCR Specific for a Minor Histocompatibility Antigen, H60.",26557806
NLRC3 expression in dendritic cells attenuates CD4<sup>+</sup> T cell response and autoimmunity.,31290162
Regulatory T Cells Condition Lymphatic Endothelia for Enhanced Transendothelial Migration.,31995749
VirB10 vaccination for protection against Anaplasma phagocytophilum.,30563470
"Loss of Claudin-3 Impairs Hepatic Metabolism, Biliary Barrier Function, and Cell Proliferation in the Murine Liver.",33866021
Pentraxin 3 deletion aggravates allergic inflammation through a T<sub>H</sub>17-dominant phenotype and enhanced CD4 T-cell survival.,27567326
Adipose tissue-derived free fatty acids initiate myeloid cell accumulation in mouse liver in states of lipid oversupply.,30086648
Down-regulating cyclin-dependent kinase 9 of alloreactive CD4+ T cells prolongs allograft survival.,27102157
IL-7 treatment augments and prolongs sepsis-induced expansion of IL-10-producing B lymphocytes and myeloid-derived suppressor cells.,29466409
Gut Microbiota Modulate CD8 T Cell Responses to Influence Colitis-Associated Tumorigenesis.,32268087
STAT6 and Furin Are Successive Triggers for the Production of TGF-β by T Cells.,30266770
Potent but transient immunosuppression of T-cells is a general feature of CD71<sup>+</sup> erythroid cells.,34893694
Autophagy orchestrates the regulatory program of tumor-associated myeloid-derived suppressor cells.,29920188
The Deubiquitinase OTULIN Is an Essential Negative Regulator of Inflammation and Autoimmunity.,27523608
Plasmodium chabaudi AS Infection Induces CD4+ Th1 Cells and Foxp3+T-bet+ Regulatory T Cells That Express CXCR3 and Migrate to CXCR3 Ligands.,30915078
T cells interact with T cells via CD40-CD154 to promote autoimmunity in type 1 diabetes.,22488364
Loss of the TGFβ-activating integrin αvβ8 on dendritic cells protects mice from chronic intestinal parasitic infection via control of type 2 immunity.,24098124
Cricket paralysis virus internal ribosome entry site-derived RNA promotes conventional vaccine efficacy by enhancing a balanced Th1/Th2 response.,31371226
Diabetogenic T-cell clones recognize an altered peptide of chromogranin A.,22912420
Molecular Profiling and Functional Analysis of Macrophage-Derived Tumor Extracellular Vesicles.,31167148
Brain transforms natural killer cells that exacerbate brain edema after intracerebral hemorrhage. ,32870258
CXCR4<sup>high</sup> megakaryocytes regulate host-defense immunity against bacterial pathogens.,35904250
Batf3 deficiency is not critical for the generation of CD8α⁺ dendritic cells.,25468565
Syngeneic syrian hamster tumors feature tumor-infiltrating lymphocytes allowing adoptive cell therapy enhanced by oncolytic adenovirus in a replication permissive setting.,27467954
ISRE-Reporter Mouse Reveals High Basal and Induced Type I IFN Responses in Inflammatory Monocytes.,30517866
Thymidine Kinase-Negative Herpes Simplex Virus 1 Can Efficiently Establish Persistent Infection in Neural Tissues of Nude Mice. ,27974554
Immune stimulation following dermal exposure to unsintered indium tin oxide.,24164313
Maternally Acquired Zika Antibodies Enhance Dengue Disease Severity in Mice.,30439343
Identifying and Tracking Low-Frequency Virus-Specific TCR Clonotypes Using High-Throughput Sequencing.,30485806
Vaccine-generated lung tissue-resident memory T cells provide heterosubtypic protection to influenza infection. ,27468427
Contribution of metabolic disease to bone fragility in MAGP1-deficient mice.,29519758
Limited access to antigen drives generation of early B cell memory while restraining the plasmablast response.,34525339
Helminth-Induced Production of TGF-β and Suppression of Graft-versus-Host Disease Is Dependent on IL-4 Production by Host Cells.,30291167
Role of Common γ-Chain Cytokines in Lung Interleukin-22 Regulation after Acute Exposure to Aspergillus fumigatus. ,30104211
A CCL1/CCR8-dependent feed-forward mechanism drives ILC2 functions in type 2-mediated inflammation.,31537642
Lambda phage-based vaccine induces antitumor immunity in hepatocellular carcinoma.,28971150
FCRL5<sup>+</sup> Memory B Cells Exhibit Robust Recall Responses.,31042472
Plasmacytoid Dendritic Cells and Type I Interferon Promote Extrafollicular B Cell Responses to Extracellular Self-DNA.,32454024
Induced global deletion of glucocorticoid receptor impairs fracture healing.,29217668
The survival of memory CD4+ T cells within the gut lamina propria requires OX40 and CD30 signals.,19786532
CD8 T-cell activation in mice injected with a plasmid DNA vaccine encoding AMA-1 of the reemerging Korean Plasmodium vivax.,21461275
Salidroside attenuates concanavalin A-induced hepatitis via modulating cytokines secretion and lymphocyte migration in mice.,24808635
Single-Cell Resolution and Quantitation of Targeted Glucocorticoid Delivery in the Thymus.,30917317
γδT cells but not αβT cells contribute to sepsis-induced white matter injury and motor abnormalities in mice.,29262837
STAT5B: A Differential Regulator of the Life and Death of CD4+ Effector Memory T Cells.,29187589
PGD2-CRTH2 pathway promotes tubulointerstitial fibrosis.,22997255
A type 2 cytokine axis for thymus emigration.,28694386
Stress-testing the relationship between T cell receptor/peptide-MHC affinity and cross-reactivity using peptide velcro.,30021852
Differential <i>In Vitro</i> Cultivation of <i>Francisella tularensis</i> Influences Live Vaccine Protective Efficacy by Altering the Immune Response.,30042767
Structural basis for IL-12 and IL-23 receptor sharing reveals a gateway for shaping actions on T versus NK cells.,33606986
Essential Contribution of CD4+ T Cells to Antigen-Induced Nasal Hyperresponsiveness in Experimental Allergic Rhinitis.,26752722
Tumors induce de novo steroid biosynthesis in T cells to evade immunity.,32680985
Intrinsic TGF-β signaling promotes age-dependent CD8+ T cell polyfunctionality attrition.,24762437
Guiding T lymphopoiesis from pluripotent stem cells by defined transcription factors.,31729468
CD4 T Helper Cells Instruct Lymphopenia-Induced Memory-Like CD8 T Cells for Control of Acute LCMV Infection.,28066432
Multi-parameter approach to evaluate the timing of memory status after 17DD-YF primary vaccination.,29879134
Development of unique cytotoxic chimeric antigen receptors based on human scFv targeting B7H6.,29040754
Lithocholic acid controls adaptive immune responses by inhibition of Th1 activation through the Vitamin D receptor.,28493883
CD30 Is Dispensable for T-Cell Responses to Influenza Virus and Lymphocytic Choriomeningitis Virus Clone 13 but Contributes to Age-Associated T-Cell Expansion in Mice.,28993768
Antibody-mediated delivery of VEGF-C potently reduces chronic skin inflammation. ,30518687
Characterization of a murine mixed neuron-glia model and cellular responses to regulatory T cell-derived factors.,29720228
Relevance of CCL3/CCR5 axis in oral carcinogenesis.,28881626
Identifying gut microbe-host phenotype relationships using combinatorial communities in gnotobiotic mice.,24452263
Mycobacterium tuberculosis multistage antigens confer comprehensive protection against pre- and post-exposure infections by driving Th1-type T cell immunity.,27566581
Card9-dependent IL-1β regulates IL-22 production from group 3 innate lymphoid cells and promotes colitis-associated cancer.,28586167
Immune Response Resetting in Ongoing Sepsis.,31358659
A conserved dendritic-cell regulatory program limits antitumour immunity.,32269339
A non-cell-autonomous role for Pml in the maintenance of leukemia from the niche.,29302031
T cell up-regulation of CD127 is associated with reductions in the homeostatic set point of the peripheral T cell pool during malnourishment.,28955903
Batf3-dependent CD8α<sup>+</sup> Dendritic Cells Aggravates Atherosclerosis via Th1 Cell Induction and Enhanced CCL5 Expression in Plaque Macrophages.,28411140
Medullary thymic epithelial cell depletion leads to autoimmune hepatitis.,23867620
Immune adjuvant effect of a Toxoplasma gondii profilin-like protein in autologous whole-tumor-cell vaccination in mice.,27687589
Dietary tryptophan links encephalogenicity of autoreactive T cells with gut microbial ecology.,31653831
Insight into the mechanism of cytotoxicity of membrane-permeant psoralenic Kv1.3 channel inhibitors by chemical dissection of a novel member of the family.,33007503
PIM-2 protein kinase negatively regulates T cell responses in transplantation and tumor immunity.,29781812
Protection against Streptococcus pneumoniae Invasive Pathogenesis by a Protein-Based Vaccine Is Achieved by Suppression of Nasopharyngeal Bacterial Density during Influenza A Virus Coinfection. ,27895132
Mycobacteria manipulate macrophage recruitment through coordinated use of membrane lipids.,24336213
TGFβ-activation by dendritic cells drives Th17 induction and intestinal contractility and augments the expulsion of the parasite Trichinella spiralis in mice.,30998782
Friend retrovirus drives cytotoxic effectors through Toll-like receptor 3.,25539593
Human Interleukin-32γ Plays a Protective Role in an Experimental Model of Visceral Leishmaniasis in Mice. ,29483288
The Majority of CD45<sup>-</sup> Ter119<sup>-</sup> CD31<sup>-</sup> Bone Marrow Cell Fraction Is of Hematopoietic Origin and Contains Erythroid and Lymphoid Progenitors.,30314756
Insulin-Like Growth Factors Are Key Regulators of T Helper 17 Regulatory T Cell Balance in Autoimmunity.,32294406
Carboxyl-terminal fusion of E7 into Flagellin shifts TLR5 activation to NLRC4/NAIP5 activation and induces TLR5-independent anti-tumor immunity.,27063435
IFNγ is Required for Optimal Antibody-Mediated Immunity against Genital Chlamydia Infection.,27600502
Targeting CD39 in Cancer Reveals an Extracellular ATP- and Inflammasome-Driven Tumor Immunity.,31699796
Mast Cell-Dependent CD8<sup>+</sup> T-cell Recruitment Mediates Immune Surveillance of Intestinal Tumors in Apc<sup>Min/+</sup> Mice.,29382671
Appropriate development of the liver Treg compartment is modulated by the microbiota and requires TGF-β and MyD88.,25177709
TNF-α Coordinates Hematopoietic Stem Cell Survival and Myeloid Regeneration.,31230859
IL-27R signaling controls myeloid cells accumulation and antigen-presentation in atherosclerosis.,28536468
Immune targeting of the pleural space by intercostal approach.,25880308
Systemic silencing of PHD2 causes reversible immune regulatory dysfunction.,31162141
Transient inhibition of ROR-γt therapeutically limits intestinal inflammation by reducing TH17 cells and preserving group 3 innate lymphoid cells.,26878233
Harnessing innate lung anti-cancer effector functions with a novel bacterial-derived immunotherapy.,29399400
Commensal enteric bacteria lipopolysaccharide impairs host defense against disseminated Candida albicans fungal infection.,25492473
Protection against H5N1 Influenza Virus Induced by Matrix-M Adjuvanted Seasonal Virosomal Vaccine in Mice Requires Both Antibodies and T Cells.,26696245
Complement Activation via a C3a Receptor Pathway Alters CD4+ T Lymphocytes and Mediates Lung Cancer Progression.,29118090
Kinetics of IFN-γ and IL-17 Production by CD4 and CD8 T Cells during Acute Graft-versus-Host Disease.,24851098
Multiplexed labeling of samples with cell tracking dyes facilitates rapid and accurate internally controlled calcium flux measurement by flow cytometry.,19647745
S1P<sub>1</sub> deletion differentially affects TH17 and Regulatory T cells.,29018225
Dendritic Cell Paucity Leads to Dysfunctional Immune Surveillance in Pancreatic Cancer.,32183949
Tim-1-Fc suppresses chronic cardiac allograft rejection and vasculopathy by reducing IL-17 production.,24551271
Anti-IL-17 therapy restricts and reverses late-term corneal allorejection.,25754737
The thymic medulla is required for Foxp3+ regulatory but not conventional CD4+ thymocyte development.,23530124
The Role of Regulatory B Cell-Like Malignant Cells and Treg Cells in the Mouse Model of BCL1 Tumor Dormancy.,27959896
STIM1 and STIM2 Mediate Cancer-Induced Inflammation in T Cell Acute Lymphoblastic Leukemia.,30208327
Checkpoint kinase 1 is essential for fetal and adult hematopoiesis.,31379128
"Virus-specific antibodies allow viral replication in the marginal zone, thereby promoting CD8(+) T-cell priming and viral control.",26805453
OASL1 deficiency promotes antiviral protection against genital herpes simplex virus type 2 infection by enhancing type I interferon production.,26750802
Regulation of T cell afferent lymphatic migration by targeting LTβR-mediated non-classical NFκB signaling.,30069025
Polymicrobial Sepsis Diminishes Dendritic Cell Numbers and Function Directly Contributing to Impaired Primary CD8 T Cell Responses In Vivo.,27798171
The Stalk Domain of NKp30 Contributes to Ligand Binding and Signaling of a Preassembled NKp30-CD3ζ Complex.,27754869
Regulation of embryonic haematopoietic multipotency by EZH1.,29342143
Macrophage migration inhibitory factor is required for recruitment of scar-associated macrophages during liver fibrosis.,25398607
CD28-CD80 interactions control regulatory T cell motility and immunological synapse formation.,25355918
Regionally compartmentalized resident memory T cells mediate naturally acquired protection against pneumococcal pneumonia.,28513594
Intestinal microbiota link lymphopenia to murine autoimmunity via PD-1<sup>+</sup>CXCR5<sup>-/dim</sup> B-helper T cell induction.,28443628
Induction of Colonic Regulatory T Cells by Mesalamine by Activating the Aryl Hydrocarbon Receptor.,28593185
IL-33 contributes to sepsis-induced long-term immunosuppression by expanding the regulatory T cell population.,28374774
Reduced immunogenicity of induced pluripotent stem cells derived from Sertoli cells.,25166861
In vivo intracellular oxygen dynamics in murine brain glioma and immunotherapeutic response of cytotoxic T cells observed by fluorine-19 magnetic resonance imaging.,23667419
Abrogation of CD30 and OX40 signals prevents autoimmune disease in FoxP3-deficient mice.,21788408
Rpl22 Loss Impairs the Development of B Lymphocytes by Activating a p53-Dependent Checkpoint.,25416806
Immunoregulation by IL-7R-targeting antibody-drug conjugates: overcoming steroid-resistance in cancer and autoimmune disease.,28878234
Polychromic Reporter Mice Reveal Unappreciated Innate Lymphoid Cell Progenitor Heterogeneity and Elusive ILC3 Progenitors in Bone Marrow.,31128961
Targeted delivery of siRNA to activated T cells via transferrin-polyethylenimine (Tf-PEI) as a potential therapy of asthma.,27001893
Persistence of Integrase-Deficient Lentiviral Vectors Correlates with the Induction of STING-Independent CD8+ T Cell Responses.,30699352
"IL-15 superagonist/IL-15RαSushi-Fc fusion complex (IL-15SA/IL-15RαSu-Fc; ALT-803) markedly enhances specific subpopulations of NK and memory CD8+ T cells, and mediates potent anti-tumor activity against murine breast and colon carcinomas.",26910920
Effects of Pre-conditioning Dose on the Immune Kinetics and Cytokine Production in the Leukocytes Infiltrating GVHD Tissues after MHC-matched Transplantation.,21494376
Pharmacologic repression of retinoic acid receptor-related orphan nuclear receptor γ is therapeutic in the collagen-induced arthritis experimental model.,24574218
Decreased STAT5 phosphorylation and GATA-3 expression in NOX2-deficient T cells: role in T helper development.,22930452
Type 1 piliated uropathogenic <i>Escherichia coli</i> hijack the host immune response by binding to CD14.,35881547
Booster dose after 10 years is recommended following 17DD-YF primary vaccination.,26360663
Tbet and IL-36γ cooperate in therapeutic DC-mediated promotion of ectopic lymphoid organogenesis in the tumor microenvironment.,28680760
Deletion of 5-Lipoxygenase in the Tumor Microenvironment Promotes Lung Cancer Progression and Metastasis through Regulating T Cell Recruitment.,26663781
The spleen responds to intestinal manipulation but does not participate in the inflammatory response in a mouse model of postoperative ileus.,25010202
The Chaperone UNC93B1 Regulates Toll-like Receptor Stability Independently of Endosomal TLR Transport.,29768176
"WASp-dependent actin cytoskeleton stability at the dendritic cell immunological synapse is required for extensive, functional T cell contacts.",26590149
Suppression of CD4+ Effector Responses by Naturally Occurring CD4+ CD25+ Foxp3+ Regulatory T Cells Contributes to Experimental Cerebral Malaria.,26553468
Interleukin-6 contributes to age-related alteration of cytokine production by macrophages.,20671912
